xxx_3278759623	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1052	0	1052	1	{{2,1051}}	{0,0}		{400110201,400111201,4001106,4001108,4001116,5001205,5001208,400111401,500110902,4001103,500110102}	2	0			0	0	1053	0	0			{}	{2012}					{{4,3,1,1,50000}}		1801004	HardMode/Hard05_02.Hard05_02		1200			1			
1053	0	1053	1	{{2,1052}}	{0,0}		{400110601,4003103,400111201,400111401,4001107,400110802,500110102,500110902,400110201,4001115}	2	0			0	0	1054	0	0			{}	{2013}					{{5,3,1,4,3}}		1801004	HardMode/Hard05_03.Hard05_03		1200			1			
1054	0	1054	1	{{2,1053}}	{0,0}		{6001102,4001116,400111201,400110601,500110102}	2	0			0	0	0	0	0			{}	{2004}					{{5,21,1,4,3}}		1801004	HardMode/Hard05_04.Hard05_04		1200			1			
1061	0	1061	1	{{2,10612},{2,1054}}	{0,0}		{400100403,4001003,4002002,400100601,4001005,5001001,4003016,4009013}	2	0			0	0	1062	0	0			{}	{2009}					{{4,3,2,1,50}}		1801005	HardMode/Hard06_01.Hard06_01		1200			1			
1062	0	1062	1	{{2,1061}}	{0,0}		{4002002,4001016,400100403,400100601,4001017,400101504,400100304,4001005,500201003}	2	0			0	0	1063	0	0			{}	{2014}					{{5,1,1,4,5}}		1801005	HardMode/Hard06_02.Hard06_02		1200			1			
1063	0	1063	1	{{2,1062}}	{0,0}		{400110201,5001111,400111201,400110802,4001115,400110401,4001103,5002110,400111601,400111401,4001107,500110901,500110102}	2	0			0	0	1064	0	0			{}	{2015}					{{5,9,1,3,1}}		1801005	HardMode/Hard06_03.Hard06_03		1200			1			
1064	0	1064	1	{{2,1063}}	{0,0}		{400121302,400121203,5001207,5001205,5001208}	2	0			0	0	0	0	0			{}	{2016}					{{4,3,2,1,150}}		1801005	HardMode/Hard06_04.Hard06_04		1200			1			
1071	0	1071	1	{{2,10712},{2,1064}}	{0,0}		{5003110,400111201,400110401,400110201,400110802,5001111,400111401,500110902,400111601,4003103,400110601,400110701}	2	0			0	0	1072	0	0			{}	{2009}					{{4,3,2,1,50}}		1801006	HardMode/Hard07_01.Hard07_01		1200			1			
1072	0	1072	1	{{2,1071}}	{0,0}		{400121102,400121203,400121302,5001214,5003208,5001203}	2	0			0	0	1073	0	0			{}	{2012}					{{4,3,1,1,50000}}		1801006	HardMode/Hard07_02.Hard07_02		1200			1			
1073	0	1073	1	{{2,1072}}	{0,0}		{400110802,400111201,400111401,400111601,400110401,5001111,500110902,400110201,4003103,5001110}	2	0			0	0	1074	0	0			{}	{2018}					{{5,5,1,4,1}}		1801006	HardMode/Hard07_03.Hard07_03		1200			1			
1074	0	1074	1	{{2,1073}}	{0,0}		{5001111,400110601,400110201,400111201,400110802,4001103,400110401,400111401,5003110,400110701,400111601}	2	0			0	0	0	0	0			{}	{2016}					{{4,3,2,1,150}}		1801006	HardMode/Hard07_04.Hard07_04		1200			1			
1081	0	1081	1	{{2,10812},{2,1074}}	{0,0}		{400121102,400121203,400121302,400100403,4002002,500201003,4003013,400100601,400101504,5001001,4001016,400100304}	2	0			0	0	1082	0	0			{}	{2014}					{{5,1,1,4,5}}		1801007	HardMode/Hard08_01.Hard08_01		1200			1			
1082	0	1082	1	{{2,1081}}	{0,0}		{4001002,4001017,400100403,4003007,400100601,5001001,500101002,4001016,400100802,400100304,4003013,400121302,400121203,400121102,5001209}	2	0			0	0	1083	0	0			{}	{2012}					{{4,3,1,1,50000}}		1801007	HardMode/Hard08_02.Hard08_02		1200			1			
1083	0	1083	1	{{2,1082}}	{0,0}		{4002007,400100601,400100403,400101504,5001001,4001002,400100802,500201003,5001001,400100403,400100601,5001205,400121203,400121102,4002007,4001017,4001005,4001002}	2	0			0	0	1084	0	0			{}	{2019}					{{5,3,1,4,5}}		1801007	HardMode/Hard08_03.Hard08_03		1200			1			
1084	0	1084	1	{{2,1083}}	{0,0}		{4001017,400100601,400100403,4001016,4001005,4001002,400121102,400121203,400121302,5001206,5001001,400101504,4003007,5001207,5003208}	2	0			0	0	0	0	0			{}	{2016}					{{4,3,2,1,150}}		1801007	HardMode/Hard08_04.Hard08_04		1200			1			
1091	0	1091	1	{{2,10912},{2,1084}}	{0,0}		{400100403,400100304,4002002,400301609,400100802,400100601,5001001,400101504,4001002,4001017,500201003,4001005}	2	0			0	0	1092	0	0			{}	{2014}					{{5,1,1,4,5}}		1801008	HardMode/Hard09_01.Hard09_01		1200			1			
1092	0	1092	1	{{2,1091}}	{0,0}		{400100304,400100403,4001005,4002002,400100601,400301609,4001017,400901304,5001001,400101504,400100802,500201003}	2	0			0	0	1093	0	0			{}	{2017}					{{5,2,1,4,5}}		1801008	HardMode/Hard09_02.Hard09_02		1200			1			
1093	0	1093	1	{{2,1092}}	{0,0}		{400100304,400100403,400101504,400100601,4002002,4001017,4001005,4003007,500101002}	2	0			0	0	1094	0	0			{}	{2020}					{{5,3,1,4,7}}		1801008	HardMode/Hard09_03.Hard09_03		1200			1			
1094	0	1094	1	{{2,1093}}	{0,0}		{6001004,400100304,400100601,4002002,400100403}	2	0			0	0	0	0	0			{}	{2016}					{{4,3,2,1,150}}		1801008	HardMode/Hard09_04.Hard09_04		1200			1			
1101	0	1101	1	{{2,11012},{2,1094}}	{0,0}		{400111201,400110201,400110401,4001107,400111601,5001111,4001103,400110802,400110601}	2	0			0	0	1102	0	0			{}	{2014}					{{5,1,1,4,5}}		1801009	HardMode/Hard10_01.Hard10_01		1200			1			
1102	0	1102	1	{{2,1101}}	{0,0}		{400110802,400110201,400110401,5002110,400110601,400121102,5001206,5001209,400121203}	2	0			0	0	1103	0	0			{}	{2017}					{{5,2,1,4,5}}		1801009	HardMode/Hard10_02.Hard10_02		1200			1			
1103	0	1103	1	{{2,1102}}	{0,0}		{400111201,400111401,500110901,400121102,400121203,400121302,5001214,400110201,5001203}	2	0			0	0	1104	0	0			{}	{2020}					{{5,3,1,4,7}}		1801009	HardMode/Hard10_03.Hard10_03		1200			1			
1104	0	1104	1	{{2,1103}}	{0,0}		{4001017,4001002,400100403,4001007,400901304,400100802,6001005,4002002,4001005}	2	0			0	0	0	0	0			{}	{2016}					{{4,3,2,1,150}}		1801009	HardMode/Hard10_04.Hard10_04		1200			1			
50100	2	50000	1		{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task01/Task01_st00.Task01_st00								
50101	7	50000	1	{{2,10109}}	{0,0}							0	0	0	0	0				{1053}			{{4,3,2,1,20}}					Task01/Task01_st01.Task01_st01			1					
50151	7	50000	1	{{2,51550}}	{0,0}							0	0	10101	0	0				{1000}			{{4,3,2,1,20}}					Task01/Task01_ep01.Task01_ep01			1					
50152	7	50000	1	{{2,10102}}	{0,0}							0	0	10103	0	0				{1000}			{{4,3,2,1,20}}					Task01/Task01_ep02.Task01_ep02			1					
50153	7	50000	1	{{2,10104}}	{0,0}							0	0	10105	0	0				{1000}			{{4,3,2,1,20}}					Task01/Task01_ep03.Task01_ep03			1					
50154	7	50000	1	{{2,10105}}	{0,0}							0	0	10106	0	0				{1000}			{{4,3,2,1,20}}					Task01/Task01_ep04.Task01_ep04			1					
50155	7	50000	1	{{2,10107}}	{0,0}							0	0	10108	0	0				{1000}			{{4,3,2,1,20}}					Task01/Task01_ep05.Task01_ep05			1					
50161	7	50000	1	{{2,10103}}	{0,0}							0	0	10104	0	0				{1000}			{{4,3,2,1,20}}					Task01/Task01_xy01.Task01_xy01			1					
50162	7	50000	1	{{2,10105}}	{0,0}							0	0	50154	0	0				{1000}			{{4,3,2,1,20}}					Task01/Task01_xy02.Task01_xy02			1					
50201	2	50000	1	{{2,50257}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task02/Task02_st01.Task02_st01			1					
50251	7	50000	1	{{2,50101}}	{0,0}							0	0	50252	0	0				{1000}			{{4,3,2,1,20}}					Task02/Task02_ep01.Task02_ep01			1					
50252	7	50000	1	{{2,50251}}	{0,0}							0	0	10201	0	0				{1000}			{{4,3,2,1,20}}					Task02/Task02_ep02.Task02_ep02			1					
50253	7	50000	1	{{2,10203}}	{0,0}							0	0	10204	0	0				{1000}			{{4,3,2,1,20}}					Task02/Task02_ep03.Task02_ep03			1					
50254	7	50000	1	{{2,10205}}	{0,0}							0	0	10206	0	0				{1000}			{{4,3,2,1,20}}					Task02/Task02_ep04.Task02_ep04			1					
50255	7	50000	1	{{2,10206}}	{0,0}							0	0	10207	0	0				{1000}			{{4,3,2,1,20}}					Task02/Task02_ep05.Task02_ep05			1					
50256	7	50000	1	{{2,10209}}	{0,0}							0	0	10210	0	0				{1000}			{{4,3,2,1,20}}					Task02/Task02_ep06.Task02_ep06			1					
50257	7	50000	1	{{2,10212}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task02/Task02_ep07.Task02_ep07			1					
50261	7	50000	1	{{2,10205}}	{0,0}							0	0	50254	0	0				{1000}			{{4,3,2,1,20}}					Task02/Task02_xy01.Task02_xy01			1					
50301	2	50000	1	{{2,10312}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task03/Task03_st01.Task03_st01			1					
50351	7	50000	1	{{2,50257}}	{0,0}							0	0	10301	0	0				{1000}			{{4,3,2,1,20}}					Task03/Task03_ep01.Task03_ep01			1					
50352	7	50000	1	{{2,10301}}	{0,0}							0	0	10302	0	0				{1000}			{{4,3,2,1,20}}					Task03/Task03_ep02.Task03_ep02			1					
50353	7	50000	1	{{2,10303}}	{0,0}							0	0	10304	0	0				{1000}			{{4,3,2,1,20}}					Task03/Task03_ep03.Task03_ep03			1					
50354	7	50000	1	{{2,10306}}	{0,0}							0	0	10307	0	0				{1000}			{{4,3,2,1,20}}					Task03/Task03_ep04.Task03_ep04			1					
50355	7	50000	1	{{2,10309}}	{0,0}							0	0	10310	0	0				{1000}			{{4,3,2,1,20}}					Task03/Task03_ep05.Task03_ep05			1					
50356	7	50000	1	{{2,10312}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task03/Task03_ep06.Task03_ep06			1					
50401	2	50000	1	{{2,50457}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task04/Task04_st01.Task04_st01			1					
50451	7	50000	1	{{2,50356}}	{0,0}							0	0	10401	0	0				{1000}			{{4,3,2,1,20}}					Task04/Task04_ep01.Task04_ep01			1					
50452	7	50000	1	{{2,10401}}	{0,0}							0	0	10402	0	0				{1000}			{{4,3,2,1,20}}					Task04/Task04_ep02.Task04_ep02			1					
50453	7	50000	1	{{2,10404}}	{0,0}							0	0	40405	0	0				{1000}			{{4,3,2,1,20}}					Task04/Task04_ep03.Task04_ep03			1					
50454	7	50000	1	{{2,10406}}	{0,0}							0	0	10407	0	0				{1000}			{{4,3,2,1,20}}					Task04/Task04_ep04.Task04_ep04			1					
50455	7	50000	1	{{2,10409}}	{0,0}							0	0	10410	0	0				{1000}			{{4,3,2,1,20}}					Task04/Task04_ep05.Task04_ep05			1					
50456	7	50000	1	{{2,10411}}	{0,0}							0	0	10412	0	0				{1000}			{{4,3,2,1,20}}					Task04/Task04_ep06.Task04_ep06			1					
50457	7	50000	1	{{2,10412}}	{0,0}							0	0	50458	0	0				{1000}			{{4,3,2,1,20}}					Task04/Task04_ep07.Task04_ep07			1					
50458	7	50000	1	{{2,50457}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task04/Task04_ep08.Task04_ep08			1					
50501	2	50000	1	{{2,10504}}	{0,0}							0	0	10505	0	0				{1000}			{{4,3,2,1,20}}					Task05/Task05_st01.Task05_st01			1					
50502	2	50000	1	{{2,50556}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task05/Task05_st02.Task05_st02			1					
50551	7	50000	1	{{2,50457}}	{0,0}							0	0	10501	0	0				{1000}			{{4,3,2,1,20}}					Task05/Task05_ep01.Task05_ep01			1					
50552	7	50000	1	{{2,10503}}	{0,0}							0	0	10504	0	0				{1000}			{{4,3,2,1,20}}					Task05/Task05_ep02.Task05_ep02			1					
50553	7	50000	1	{{2,10506}}	{0,0}							0	0	10507	0	0				{1000}			{{4,3,2,1,20}}					Task05/Task05_ep03.Task05_ep03			1					
50554	7	50000	1	{{2,10509}}	{0,0}							0	0	10510	0	0				{1000}			{{4,3,2,1,20}}					Task05/Task05_ep04.Task05_ep04			1					
50555	7	50000	1	{{2,10511}}	{0,0}							0	0	10512	0	0				{1000}			{{4,3,2,1,20}}					Task05/Task05_ep05.Task05_ep05			1					
50556	7	50000	1	{{2,10512}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task05/Task05_ep06.Task05_ep06			1					
50601	2	50000	1	{{2,50656}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task06/Task06_st01.Task06_st01			1					
50651	7	50000	1	{{2,50556}}	{0,0}							0	0	10601	0	0				{1000}			{{4,3,2,1,20}}					Task06/Task06_ep01.Task06_ep01			1					
50652	7	50000	1	{{2,10603}}	{0,0}							0	0	10604	0	0				{1000}			{{4,3,2,1,20}}					Task06/Task06_ep02.Task06_ep02			1					
50653	7	50000	1	{{2,10606}}	{0,0}							0	0	10607	0	0				{1000}			{{4,3,2,1,20}}					Task06/Task06_ep03.Task06_ep03			1					
50654	7	50000	1	{{2,10609}}	{0,0}							0	0	10610	0	0				{1000}			{{4,3,2,1,20}}					Task06/Task06_ep04.Task06_ep04			1					
50655	7	50000	1	{{2,10611}}	{0,0}							0	0	10612	0	0				{1000}			{{4,3,2,1,20}}					Task06/Task06_ep05.Task06_ep05			1					
50656	7	50000	1	{{2,10612}}	{0,0}							0	0	50601	0	0				{1000}			{{4,3,2,1,20}}					Task06/Task06_ep06.Task06_ep06			1					
50701	2	50000	1	{{2,50756}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task07/Task07_st01.Task07_st01			1					
50751	7	50000	1	{{2,50656}}	{0,0}							0	0	10701	0	0				{1000}			{{4,3,2,1,20}}					Task07/Task07_ep01.Task07_ep01			1					
50752	7	50000	1	{{2,10703}}	{0,0}							0	0	10704	0	0				{1000}			{{4,3,2,1,20}}					Task07/Task07_ep02.Task07_ep02			1					
50753	7	50000	1	{{2,10706}}	{0,0}							0	0	10707	0	0				{1000}			{{4,3,2,1,20}}					Task07/Task07_ep03.Task07_ep03			1					
50754	7	50000	1	{{2,10709}}	{0,0}							0	0	10710	0	0				{1000}			{{4,3,2,1,20}}					Task07/Task07_ep04.Task07_ep04			1					
50755	7	50000	1	{{2,10711}}	{0,0}							0	0	10712	0	0				{1000}			{{4,3,2,1,20}}					Task07/Task07_ep05.Task07_ep05			1					
50756	7	50000	1	{{2,10712}}	{0,0}							0	0	50757	0	0				{1000}			{{4,3,2,1,20}}					Task07/Task07_ep06.Task07_ep06			1					
50757	7	50000	1	{{2,50756}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task07/Task07_ep07.Task07_ep07			1					
50801	2	50000	1	{{2,50857}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task08/Task08_st01.Task08_st01			1					
50851	7	50000	1	{{2,50756}}	{0,0}							0	0	10801	0	0				{1000}			{{4,3,2,1,20}}					Task08/Task08_ep01.Task08_ep01			1					
50852	7	50000	1	{{2,10801}}	{0,0}							0	0	10802	0	0				{1000}			{{4,3,2,1,20}}					Task08/Task08_ep02.Task08_ep02			1					
50853	7	50000	1	{{2,10803}}	{0,0}							0	0	10804	0	0				{1000}			{{4,3,2,1,20}}					Task08/Task08_ep03.Task08_ep03			1					
50854	7	50000	1	{{2,10806}}	{0,0}							0	0	10807	0	0				{1000}			{{4,3,2,1,20}}					Task08/Task08_ep04.Task08_ep04			1					
50855	7	50000	1	{{2,10809}}	{0,0}							0	0	10810	0	0				{1000}			{{4,3,2,1,20}}					Task08/Task08_ep05.Task08_ep05			1					
50856	7	50000	1	{{2,10811}}	{0,0}							0	0	10812	0	0				{1000}			{{4,3,2,1,20}}					Task08/Task08_ep06.Task08_ep06			1					
50857	7	50000	1	{{2,10812}}	{0,0}							0	0	50801	0	0				{1000}			{{4,3,2,1,20}}					Task08/Task08_ep07.Task08_ep07			1					
50901	2	50000	1	{{2,50951}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task09/Task09_st01.Task09_st01			1					
50951	7	50000	1	{{2,50857}}	{0,0}							0	0	10901	0	0				{1000}			{{4,3,2,1,20}}					Task09/Task09_ep01.Task09_ep01			1					
50952	7	50000	1	{{2,10901}}	{0,0}							0	0	10902	0	0				{1000}			{{4,3,2,1,20}}					Task09/Task09_ep02.Task09_ep02			1					
50953	7	50000	1	{{2,10903}}	{0,0}							0	0	10904	0	0				{1000}			{{4,3,2,1,20}}					Task09/Task09_ep03.Task09_ep03			1					
50954	7	50000	1	{{2,10906}}	{0,0}							0	0	10907	0	0				{1000}			{{4,3,2,1,20}}					Task09/Task09_ep04.Task09_ep04			1					
50955	7	50000	1	{{2,10909}}	{0,0}							0	0	10910	0	0				{1000}			{{4,3,2,1,20}}					Task09/Task09_ep05.Task09_ep05			1					
50956	7	50000	1	{{2,10911}}	{0,0}							0	0	10912	0	0				{1000}			{{4,3,2,1,20}}					Task09/Task09_ep06.Task09_ep06			1					
50957	7	50000	1	{{2,10912}}	{0,0}							0	0	50958	0	0				{1000}			{{4,3,2,1,20}}					Task09/Task09_ep07.Task09_ep07			1					
50958	7	50000	1	{{2,50957}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task09/Task09_ep08.Task09_ep08			1					
51001	2	50000	1	{{2,51058}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task10/Task10_st01.Task10_st01			1					
51051	7	50000	1	{{2,50958}}	{0,0}							0	0	51052	0	0				{1000}			{{4,3,2,1,20}}					Task10/Task10_ep01.Task10_ep01			1					
51052	7	50000	1	{{2,51051}}	{0,0}							0	0	11001	0	0				{1000}			{{4,3,2,1,20}}					Task10/Task10_ep02.Task10_ep02			1					
51053	7	50000	1	{{2,11001}}	{0,0}							0	0	11002	0	0				{1000}			{{4,3,2,1,20}}					Task10/Task10_ep03.Task10_ep03			1					
51054	7	50000	1	{{2,11003}}	{0,0}							0	0	11004	0	0				{1000}			{{4,3,2,1,20}}					Task10/Task10_ep04.Task10_ep04			1					
51055	7	50000	1	{{2,11005}}	{0,0}							0	0	11006	0	0				{1000}			{{4,3,2,1,20}}					Task10/Task10_ep05.Task10_ep05			1					
51056	7	50000	1	{{2,11008}}	{0,0}							0	0	11009	0	0				{1000}			{{4,3,2,1,20}}					Task10/Task10_ep06.Task10_ep06			1					
51057	7	50000	1	{{2,11011}}	{0,0}							0	0	11012	0	0				{1000}			{{4,3,2,1,20}}					Task10/Task10_ep07.Task10_ep07			1					
51058	7	50000	1	{{2,11012}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task10/Task10_ep08.Task10_ep08			1					
51151	7	50000	1	{{2,51058}}	{0,0}							0	0	11101	0	0				{1000}			{{4,3,2,1,20}}					Task11/Task11_ep01.Task11_ep01			1					
51152	7	50000	1	{{2,11101}}	{0,0}							0	0	11102	0	0				{1000}			{{4,3,2,1,20}}					Task11/Task11_ep02.Task11_ep02			1					
51153	7	50000	1	{{2,11103}}	{0,0}							0	0	11104	0	0				{1000}			{{4,3,2,1,20}}					Task11/Task11_ep03.Task11_ep03			1					
51154	7	50000	1	{{2,11105}}	{0,0}							0	0	11106	0	0				{1000}			{{4,3,2,1,20}}					Task11/Task11_ep04.Task11_ep04			1					
51155	7	50000	1	{{2,11106}}	{0,0}							0	0	11107	0	0				{1000}			{{4,3,2,1,20}}					Task11/Task11_ep05.Task11_ep05			1					
51156	7	50000	1	{{2,11108}}	{0,0}							0	0	11109	0	0				{1000}			{{4,3,2,1,20}}					Task11/Task11_ep06.Task11_ep06			1					
51157	7	50000	1	{{2,11109}}	{0,0}							0	0	11110	0	0				{1000}			{{4,3,2,1,20}}					Task11/Task11_ep07.Task11_ep07			1					
51158	7	50000	1	{{2,11111}}	{0,0}							0	0	11112	0	0				{1000}			{{4,3,2,1,20}}					Task11/Task11_ep08.Task11_ep08			1					
51159	7	50000	1	{{2,11112}}	{0,0}							0	0	51160	0	0				{1000}			{{4,3,2,1,20}}					Task11/Task11_ep09.Task11_ep09			1					
51160	7	50000	1	{{2,51159}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task11/Task11_ep10.Task11_ep10			1					
51101	2	50000	1	{{2,51155}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task11/Task11_st01.Task11_st01			1					
51102	2	50000	1	{{2,51156}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task11/Task11_st02.Task11_st02			1					
51251	7	50000	1	{{2,51160}}	{0,0}							0	0	11201	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep01.Task12_ep01			1					
51252	7	50000	1	{{2,11202}}	{0,0}							0	0	11203	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep02.Task12_ep02			1					
51253	7	50000	1	{{2,11203}}	{0,0}							0	0	11204	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep03.Task12_ep03			1					
51254	7	50000	1	{{2,11205}}	{0,0}							0	0	11206	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep04.Task12_ep04			1					
51255	7	50000	1	{{2,11207}}	{0,0}							0	0	11208	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep05.Task12_ep05			1					
51256	7	50000	1	{{2,11209}}	{0,0}							0	0	11210	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep06.Task12_ep06			1					
51257	7	50000	1	{{2,11210}}	{0,0}							0	0	11211	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep07.Task12_ep07			1					
51258	7	50000	1	{{2,11212}}	{0,0}							0	0	51201	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep08.Task12_ep08			1					
51201	2	50000	1	{{2,51258}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_st01.Task12_st01			1					
51261	7	50000	1	{{2,51258}}	{0,0}							0	0	11221	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep11.Task12_ep11			1					
51262	7	50000	1	{{2,11221}}	{0,0}							0	0	11222	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep12.Task12_ep12			1					
51263	7	50000	1	{{2,11222}}	{0,0}							0	0	11223	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep13.Task12_ep13			1					
51264	7	50000	1	{{2,11224}}	{0,0}							0	0	11225	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep14.Task12_ep14			1					
51265	7	50000	1	{{2,11225}}	{0,0}							0	0	11226	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep15.Task12_ep15			1					
51266	7	50000	1	{{2,11226}}	{0,0}							0	0	11227	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep16.Task12_ep16			1					
51267	7	50000	1	{{2,11227}}	{0,0}							0	0	11228	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep17.Task12_ep17			1					
51268	7	50000	1	{{2,11229}}	{0,0}							0	0	51212	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep18.Task12_ep18			1					
51211	2	50000	1	{{2,51264}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_st11.Task12_st11			1					
51212	2	50000	1	{{2,51268}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_st12.Task12_st12			1					
51271	7	50000	1	{{2,51268}}	{0,0}							0	0	11231	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep21.Task12_ep21			1					
51272	7	50000	1	{{2,11232}}	{0,0}							0	0	11233	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep22.Task12_ep22			1					
51273	7	50000	1	{{2,11233}}	{0,0}							0	0	11234	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep23.Task12_ep23			1					
51274	7	50000	1	{{2,11234}}	{0,0}							0	0	11235	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep24.Task12_ep24			1					
51275	7	50000	1	{{2,11235}}	{0,0}							0	0	11236	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep25.Task12_ep25			1					
51276	7	50000	1	{{2,11236}}	{0,0}							0	0	11237	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep26.Task12_ep26			1					
51277	7	50000	1	{{2,11237}}	{0,0}							0	0	11238	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep27.Task12_ep27			1					
51278	7	50000	1	{{2,11239}}	{0,0}							0	0	51221	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_ep28.Task12_ep28			1					
51221	2	50000	1	{{2,51278}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task12/Task12_st21.Task12_st21			1					
51301	2	50000	1	{{2,11303}}	{0,0}							0	0	11304	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_st01.Task13_st01			1					
51302	2	50000	1	{{2,11306}}	{0,0}							0	0	11307	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_st02.Task13_st02			1					
51303	2	50000	1	{{2,51357}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_st03.Task13_st03			1					
51351	7	50000	1	{{2,51278}}	{0,0}							0	0	11301	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep01.Task13_ep01			1					
51352	7	50000	1	{{2,11301}}	{0,0}							0	0	11302	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep02.Task13_ep02			1					
51353	7	50000	1	{{2,11302}}	{0,0}							0	0	11303	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep03.Task13_ep03			1					
51354	7	50000	1	{{2,11304}}	{0,0}							0	0	11305	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep04.Task13_ep04			1					
51355	7	50000	1	{{2,11305}}	{0,0}							0	0	11306	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep05.Task13_ep05			1					
51356	7	50000	1	{{2,11307}}	{0,0}							0	0	11308	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep06.Task13_ep06			1					
51357	7	50000	1	{{2,11308}}	{0,0}							0	0	51303	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep07.Task13_ep07			1					
51310	2	50000	1	{{2,51303}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_st10.Task13_st10			1					
51311	2	50000	1	{{2,51364}}	{0,0}							0	0	11314	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_st11.Task13_st11			1					
51312	2	50000	1	{{2,51366}}	{0,0}							0	0	51367	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_st12.Task13_st12			1					
51361	7	50000	1	{{2,51303}}	{0,0}							0	0	11311	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep11.Task13_ep11			1					
51362	7	50000	1	{{2,11311}}	{0,0}							0	0	11312	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep12.Task13_ep12			1					
51363	7	50000	1	{{2,11312}}	{0,0}							0	0	11313	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep13.Task13_ep13			1					
